synthetic_id,neighbourhood,address,lon,price,year_available,rooms,elevator,lat,floors,area,districte,section,district_id,section_id,census_tract_INE,census_tract_IDESCAT,barri_oficial,metres_cadastre,emissions_de_co2,qual_energia
2022-2096,Eixample,"Gran Via de Jaume I, 80",2.819776513465261,920,2022,2.0,True,41.98289058350841,0.0,75,3.0,3,3,3,1707903003,17079203003,Eixample,106.0,64.79,F
2022-2098,Migdia Casernes,"Calle de Santiago, 39",2.8155387690482927,1575,2022,2.0,True,41.9687078816006,1.0,80,2.0,11,2,11,1707902011,17079202011,Eixample,66.0,62.58,F
2022-2099,Eixample,"Travesía de la Creu, 41",2.8217639352039545,1410,2022,2.0,True,41.97566245654068,0.0,85,2.0,6,2,6,1707902006,17079202006,Eixample,62.0,37.15,E
2022-2100,,"Barri Vell, 58",2.825135082150425,1370,2022,1.0,True,41.98442020273957,1.0,85,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2101,,"Eixample, 59",2.817896616969989,1690,2022,2.0,True,41.97960324539395,3.0,44,2.0,2,2,2,1707902002,17079202002,Eixample,79.0,48.17,E
2022-2102,,"Carme-Vistalegre, 26",2.8252545014861394,1240,2022,3.0,True,41.97541299568788,3.0,135,1.0,4,1,4,1707901004,17079201004,Centre,140.0,59.87,D
2022-2103,Carme-Vistalegre,"CL Carme, 55",2.824965968933173,990,2022,2.0,False,41.975304722377146,7.0,68,1.0,3,1,3,1707901003,17079201003,Centre,204.0,40.04,D
2022-2104,Barri Vell,"Calle dels Ciutadans, 6",2.825800130284669,1175,2022,4.0,True,41.983722558285024,3.0,131,1.0,1,1,1,1707901001,17079201001,Centre,62.0,60.37,F
2022-2105,Talaia - Germans Sabat,"Calle Andalusia, 33",2.8082576782609414,1620,2022,2.0,False,41.99393561671465,1.0,54,6.0,2,6,2,1707906002,17079206002,Oest,113.0,70.53,E
2022-2106,,"Barri Vell, 28",2.8244853120576496,1810,2022,3.0,False,41.983914862940246,3.0,74,1.0,1,1,1,1707901001,17079201001,Centre,62.0,60.37,F
2022-2107,Barri Vell,"Calle de les Ferreries Velles, 39",2.824986158448304,1050,2022,3.0,True,41.98418195183694,0.0,93,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2108,Talaia - Germans Sabat,"Calle Andalusia, 61",2.808269889947543,1510,2022,1.0,False,41.99431804889228,1.0,75,6.0,2,6,2,1707906002,17079206002,Oest,113.0,70.53,E
2022-2109,Eixample,"Calle Barcelona, 42",2.812010554828648,2870,2022,4.0,True,41.96566438070016,1.0,209,2.0,22,2,22,1707902022,17079202022,Eixample,102.0,42.7,E
2022-2110,,"Carme-Vistalegre, 27",2.82462709203977,3525,2022,4.0,True,41.97539147261059,1.0,141,1.0,3,1,3,1707901003,17079201003,Centre,204.0,40.04,D
2022-2113,Barri Vell,"Calle dels Calderers, 68",2.824633659849702,1000,2022,1.0,True,41.98715107107068,6.0,50,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2115,,"Eixample, 10",2.818881867893692,2805,2022,2.0,True,41.98008993224141,5.0,102,2.0,3,2,3,1707902003,17079202003,Eixample,166.0,27.23,D
2022-2116,Barri Vell,"Calle Nou, 58",2.825228238943278,1375,2022,2.0,False,41.9839603264589,0.0,77,1.0,1,1,1,1707901001,17079201001,Centre,62.0,60.37,F
2022-2118,Eixample,"CL Cardenal Margarit, 34",2.8211618279667574,1060,2022,3.0,True,41.97733905798329,4.0,57,2.0,6,2,6,1707902006,17079202006,Eixample,62.0,37.15,E
2022-2120,Eixample,"Calle Barcelona, 23",2.812887179146399,990,2022,3.0,True,41.96554231661821,5.0,117,2.0,22,2,22,1707902022,17079202022,Eixample,102.0,42.7,E
2022-2121,,"Barri Vell, 42",2.8241520401188014,1585,2022,3.0,False,41.98463143067768,3.0,77,1.0,1,1,1,1707901001,17079201001,Centre,62.0,60.37,F
2022-2124,Devesa,"Calle Bonastruc de Porta, 61",2.8190490472650582,1210,2022,3.0,False,41.98453686821869,1.0,104,3.0,3,3,3,1707903003,17079203003,Eixample,106.0,64.79,F
2022-2125,Eixample,"Calle Barcelona, 47",2.812214302763411,1415,2022,4.0,True,41.96533602674105,5.0,128,2.0,22,2,22,1707902022,17079202022,Eixample,102.0,42.7,E
2022-2126,Eixample,"Calle Emili Grahit, 9",2.830409048448258,2650,2022,4.0,False,41.97342863178423,5.0,172,2.0,14,2,14,1707902014,17079202014,Sud,74.0,39.14,E
2022-2127,,"Eixample, 40",2.818515987701245,3340,2022,3.0,True,41.98044008256975,3.0,125,2.0,2,2,2,1707902002,17079202002,Eixample,79.0,48.17,E
2022-2128,Talaia - Germans Sabat,"Calle Can Cases, 23",2.820228618380745,5910,2022,5.0,True,41.97930759481917,1.0,211,2.0,3,2,3,1707902003,17079202003,Eixample,166.0,27.23,D
2022-2129,,"Barri Vell, 13",2.824831632430348,1505,2022,2.0,True,41.983997835957645,1.0,85,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2130,Eixample,"Calle de Sant Joan Baptista la Salle, 80",2.820234953647304,935,2022,3.0,True,41.97784901184604,1.0,59,2.0,4,2,4,1707902004,17079202004,Eixample,75.0,55.93,E
2022-2131,,"Barri Vell, 68",2.824834828062455,1055,2022,3.0,True,41.98397736251376,2.0,92,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2132,Talaia - Germans Sabat,"Calle Andalusia, 62",2.809169550747113,1495,2022,2.0,True,41.99435342369722,2.0,64,6.0,4,6,4,1707906004,17079206004,Oest,97.0,64.22,F
2022-2133,Eixample,"Gran Via de Jaume I, 33",2.8198799125961065,830,2022,3.0,True,41.98293368499431,1.0,83,3.0,1,3,1,1707903001,17079203001,Centre,105.0,49.72,E
2022-2134,,"Carme-Vistalegre, 46",2.824816504365009,2230,2022,2.0,True,41.97579181695853,1.0,53,1.0,3,1,3,1707901003,17079201003,Centre,204.0,40.04,D
2022-2135,,"Montjuïc, 12",2.831677530666481,1520,2022,4.0,True,41.99512173874285,3.0,138,5.0,1,5,1,1707905001,17079205001,Montjuïc,258.0,41.07,D
2022-2136,Sant Narcís,"Plaza europa, 49",2.8101603827403188,1715,2022,4.0,True,41.97387885689763,5.0,119,3.0,6,3,6,1707903006,17079203006,Eixample,70.0,84.54,G
2022-2137,Migdia Casernes,"Calle Jaume Marquès i Casanovas, 60",2.822810919648138,1105,2022,3.0,False,41.97055466697217,1.0,99,2.0,10,2,10,1707902010,17079202010,Eixample,66.0,34.32,E
2022-2138,,"Carme-Vistalegre, 77",2.825384703734369,2545,2022,3.0,True,41.97569596228895,5.0,132,1.0,3,1,3,1707901003,17079201003,Centre,204.0,40.04,D
2022-2139,Eixample,"Calle Barcelona, 37",2.812861759555109,1180,2022,3.0,True,41.965691062074335,5.0,116,2.0,22,2,22,1707902022,17079202022,Eixample,102.0,42.7,E
2022-2140,Eixample,"Calle Juli Garreta, 3",2.819243693583751,1145,2022,2.0,True,41.97881975219008,5.0,76,2.0,3,2,3,1707902003,17079202003,Eixample,166.0,27.23,D
2022-2141,,"Barri Vell, 71",2.824929978250132,1425,2022,1.0,True,41.98417352863111,1.0,83,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2142,Barri Vell,"Calle de les Ferreries Velles, 62",2.8253846634648623,1195,2022,3.0,True,41.98380217497293,1.0,76,1.0,1,1,1,1707901001,17079201001,Centre,62.0,60.37,F
2022-2143,Barri Vell,"Calle de Pedret, 9",2.826087573574615,1415,2022,2.0,False,41.99096204208007,3.0,61,5.0,2,5,2,1707905002,17079205002,Nord,61.0,52.03,E
2022-2144,Talaia - Germans Sabat,"Calle Andalusia, 33",2.8086500685822755,1425,2022,2.0,True,41.99425155993194,1.0,66,6.0,2,6,2,1707906002,17079206002,Oest,113.0,70.53,E
2022-2145,Eixample,"Calle Barcelona, 1",2.812188025964294,1425,2022,3.0,True,41.96550452742429,1.0,151,2.0,22,2,22,1707902022,17079202022,Eixample,102.0,42.7,E
2022-2146,Santa Eugenia,"Montseny, 21",2.8051867271632114,1020,2022,3.0,False,41.97552367883112,4.0,97,3.0,11,3,11,1707903011,17079203011,Santa Eugènia de Ter,85.0,67.15,F
2022-2147,,"Barri Vell, 70",2.825056226320206,2370,2022,3.0,False,41.98425207869345,2.0,109,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2148,Talaia - Germans Sabat,"Calle Andalusia, 2",2.808588207371098,1305,2022,2.0,False,41.99416528246853,1.0,79,6.0,2,6,2,1707906002,17079206002,Oest,113.0,70.53,E
2022-2149,,"Barri Vell, 2",2.8246269148805747,1180,2022,3.0,True,41.98465832716332,3.0,87,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2150,Talaia - Germans Sabat,"Calle Andalusia, 12",2.808567344417876,1495,2022,1.0,True,41.99430293353882,1.0,51,6.0,2,6,2,1707906002,17079206002,Oest,113.0,70.53,E
2022-2151,Migdia Casernes,"Calle de Santiago, 62",2.8157722704479693,1470,2022,2.0,True,41.96917810060231,0.0,59,2.0,11,2,11,1707902011,17079202011,Eixample,66.0,62.58,F
2022-2154,Devesa,"Ronda Ferran Puig, 47",2.816941282333804,1440,2022,4.0,True,41.9844992817517,5.0,105,3.0,3,3,3,1707903003,17079203003,Eixample,106.0,64.79,F
2022-2157,Barri Vell,"Avenida de Sant Francesc, 18",2.8214870371496974,1675,2022,2.0,True,41.98242705904978,1.0,98,2.0,1,2,1,1707902001,17079202001,Centre,87.0,25.05,E
2022-2158,,"Eixample, 58",2.818470701196874,2470,2022,3.0,True,41.97978294590792,1.0,107,2.0,3,2,3,1707902003,17079202003,Eixample,166.0,27.23,D
2022-2159,Devesa,"Calle del Riu Güell, 7",2.8132263990173607,995,2022,2.0,True,41.98142842293195,3.0,91,3.0,20,3,20,1707903020,17079203020,Eixample,84.0,30.76,E
2022-2160,Devesa,"Calle Figuerola, 33",2.8200519429091204,1640,2022,2.0,True,41.98515128917005,3.0,108,3.0,3,3,3,1707903003,17079203003,Eixample,106.0,64.79,F
2022-2161,,"Barri Vell, 60",2.824632598600945,1410,2022,2.0,True,41.98451727065106,1.0,84,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2162,Eixample,"Travesía de la Creu, 47",2.821767815111841,1020,2022,2.0,True,41.97606340200648,1.0,83,2.0,6,2,6,1707902006,17079202006,Eixample,62.0,37.15,E
2022-2163,,"Montilivi-Pericot, 69",2.8271736372332,2380,2022,4.0,True,41.9737114960209,1.0,215,2.0,9,2,9,1707902009,17079202009,Sud,130.0,57.93,D
2022-2164,Barri Vell,"Calle de les Ballesteries, 61",2.824607454050037,1035,2022,1.0,False,41.98589330298617,1.0,44,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2165,Barri Vell,"Plaza del Vi, 66",2.824652298297983,1035,2022,2.0,False,41.98231365250138,5.0,113,1.0,1,1,1,1707901001,17079201001,Centre,62.0,60.37,F
2022-2166,,"Montilivi-Pericot, 24",2.8267866304972555,2355,2022,4.0,True,41.97359005767034,1.0,244,2.0,9,2,9,1707902009,17079202009,Sud,130.0,57.93,D
2022-2167,Eixample,"Travesía de la Creu, 11",2.8213129783861017,1160,2022,2.0,True,41.9757769188707,1.0,107,2.0,6,2,6,1707902006,17079202006,Eixample,62.0,37.15,E
2022-2168,,"Barri Vell, 14",2.824900241789383,585,2022,3.0,False,41.984172945583545,4.0,58,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2169,Barri Vell,"Plaza del Vi, 21",2.824575538775639,1430,2022,3.0,False,41.98292788296892,4.0,92,1.0,1,1,1,1707901001,17079201001,Centre,62.0,60.37,F
2022-2170,Barri Vell,"Calle de les Ballesteries, 62",2.824973311516948,1125,2022,1.0,False,41.98544560129465,4.0,80,4.0,1,4,1,1707904001,17079204001,Centre,102.0,43.65,E
2022-2171,Sant Narcís,"Avenida de Sant Narcís, 61",2.814001770955512,1825,2022,4.0,True,41.97845849620522,5.0,111,3.0,15,3,15,1707903015,17079203015,Eixample,106.0,31.38,E
2022-2172,Eixample,"Calle Barcelona, 79",2.8124248805834324,3005,2022,4.0,True,41.96559842440409,2.0,206,2.0,22,2,22,1707902022,17079202022,Eixample,102.0,42.7,E
2022-2173,,"Montjuïc, 76",2.83171396941204,1305,2022,4.0,True,41.9941667897072,2.0,133,5.0,1,5,1,1707905001,17079205001,Montjuïc,258.0,41.07,D
2022-2175,Talaia - Germans Sabat,"Calle Can Cases, 11",2.8195200980648774,5610,2022,5.0,True,41.97936614072556,1.0,216,2.0,3,2,3,1707902003,17079202003,Eixample,166.0,27.23,D
2022-2176,Devesa,"Calle del Riu Güell, 58",2.819372695821095,2030,2022,2.0,True,41.985358334971366,3.0,174,3.0,3,3,3,1707903003,17079203003,Eixample,106.0,64.79,F
2022-2177,,"Carme-Vistalegre, 47",2.8247964115190864,2540,2022,3.0,True,41.97518976382972,1.0,114,1.0,3,1,3,1707901003,17079201003,Centre,204.0,40.04,D
2022-2178,,"Eixample, 1",2.818554639600064,4000,2022,3.0,True,41.97980064082139,4.0,139,2.0,3,2,3,1707902003,17079202003,Eixample,166.0,27.23,D
2022-2179,Migdia Casernes,"Calle de Sant Agustí, 78",2.820993094782648,1125,2022,2.0,True,41.97085481407999,4.0,60,2.0,10,2,10,1707902010,17079202010,Eixample,66.0,34.32,E
2023-2181,Fontajau-Domeny,"Calle de Fontajau, 48",2.8160370811165008,1145,2023,3.0,False,41.9915156982518,0.0,58,6.0,1,6,1,1707906001,17079206001,Oest,105.0,43.9,E
2023-2182,Sant Narcís,"Plaza d'Europa, 43",2.81400320207063,2225,2023,4.0,False,41.975644739558206,3.0,127,3.0,7,3,7,1707903007,17079203007,Eixample,71.0,54.33,F
2023-2183,,"Barri Vell, 70",2.8247928669827,1780,2023,3.0,True,41.98359151100249,1.0,97,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2184,Barri Vell,"Abeuradors, 12",2.824486988395152,755,2023,2.0,True,41.984141773474825,2.0,56,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2185,Migdia Casernes,"Calle de Sant Agustí, 35",2.8206836448147303,1185,2023,2.0,True,41.97015105451174,4.0,64,2.0,10,2,10,1707902010,17079202010,Eixample,53.0,54.79,E
2023-2186,,"Eixample, 39",2.8188442027205807,2685,2023,4.0,True,41.97959946906553,2.0,79,2.0,3,2,3,1707902003,17079202003,Eixample,111.0,62.99,F
2023-2187,,"Barri Vell, 14",2.8248304248702207,1550,2023,1.0,True,41.98436664580992,4.0,58,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2188,,"Eixample, 71",2.818549121627041,1380,2023,3.0,True,41.98013223762211,1.0,113,2.0,3,2,3,1707902003,17079202003,Eixample,111.0,62.99,F
2023-2190,Eixample,"Calle Bisbe Lorenzana, 17",2.8209878922940512,2575,2023,2.0,True,41.97847794661041,1.0,78,2.0,4,2,4,1707902004,17079202004,Eixample,122.0,39.04,E
2023-2191,Barri Vell,"Calle de les Ferreries Velles, 76",2.824336061989792,1235,2023,3.0,True,41.9839721608875,1.0,106,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2193,,"Barri Vell, 54",2.82488985654155,1300,2023,3.0,True,41.9844779208071,1.0,68,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2194,,"Barri Vell, 17",2.824819598793456,1365,2023,2.0,True,41.98450405404783,1.0,95,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2195,Eixample,"Calle de Joan Maragall, 49",2.820633422564356,1020,2023,4.0,True,41.97790492741662,1.0,125,2.0,4,2,4,1707902004,17079202004,Eixample,122.0,39.04,E
2023-2196,,"Eixample, 5",2.818886588400757,2840,2023,3.0,True,41.97957219751996,3.0,152,2.0,3,2,3,1707902003,17079202003,Eixample,111.0,62.99,F
2023-2197,Devesa,"Ronda Ferran Puig, 40",2.8174577061704755,1595,2023,3.0,True,41.98504927688342,3.0,129,3.0,4,3,4,1707903004,17079203004,Eixample,52.0,47.17,E
2023-2200,,"Carme-Vistalegre, 73",2.8251974086881915,2565,2023,2.0,True,41.975473128961184,1.0,47,1.0,3,1,3,1707901003,17079201003,Centre,92.0,21.38,D
2023-2201,Barri Vell,"Calle Nou, 80",2.82528543584913,1365,2023,2.0,True,41.98388499215387,0.0,61,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2207,Talaia - Germans Sabat,"Calle Andalusia, 67",2.8085374411042325,1560,2023,2.0,True,41.99429572271971,1.0,52,6.0,2,6,2,1707906002,17079206002,Oest,95.0,57.84,G
2023-2208,Barri Vell,"Calle de les Ferreries Velles, 23",2.8251687706448547,1710,2023,3.0,True,41.9844986830477,2.0,93,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2210,Montilivi-Pericot,"Avenida de Lluís Pericot, 17",2.824245614810372,1035,2023,4.0,True,41.96905934499103,0.0,115,2.0,18,2,18,1707902018,17079202018,Sud,53.0,36.99,F
2023-2213,,"Montilivi-Pericot, 60",2.827003841710463,2235,2023,4.0,True,41.97362092482346,0.0,306,2.0,9,2,9,1707902009,17079202009,Sud,88.0,34.58,E
2023-2214,Carme-Vistalegre,"CL Carme, 47",2.8249426769369745,770,2023,2.0,True,41.97526206157148,6.0,86,1.0,3,1,3,1707901003,17079201003,Centre,92.0,21.38,D
2023-2216,,"Eixample, 20",2.818660082292248,1520,2023,3.0,False,41.98021111151429,2.0,99,2.0,3,2,3,1707902003,17079202003,Eixample,111.0,62.99,F
2023-2218,Eixample,"Travesía de la Creu, 72",2.820999246214948,1400,2023,3.0,True,41.97549258495695,1.0,87,2.0,6,2,6,1707902006,17079202006,Eixample,118.0,45.22,E
2023-2219,Eixample,"CL Cardenal Margarit, 15",2.82106598231015,960,2023,3.0,True,41.97694666617184,5.0,62,2.0,6,2,6,1707902006,17079202006,Eixample,118.0,45.22,E
2023-2220,Eixample,"Calle Bisbe Lorenzana, 20",2.820539779942532,2155,2023,2.0,True,41.978661629141385,1.0,62,2.0,4,2,4,1707902004,17079202004,Eixample,122.0,39.04,E
2023-2221,,"Eixample, 55",2.817857134475971,1450,2023,3.0,True,41.98001088401693,1.0,118,2.0,2,2,2,1707902002,17079202002,Eixample,45.0,39.37,E
2023-2222,Sant Narcís,"Calle Mare de Déu del Remei, 5",2.812520229000575,1125,2023,3.0,True,41.97695593963319,3.0,87,3.0,16,3,16,1707903016,17079203016,Eixample,71.0,43.88,C
2023-2223,Barri Vell,"Calle de la Cort Reial, 51",2.825055431341009,1085,2023,3.0,True,41.984667771691534,2.0,80,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2224,Barri Vell,"Pujada de la Catedral, 51",2.8259416833295203,845,2023,1.0,False,41.98735627726031,2.0,48,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2225,,"Barri Vell, 52",2.8247655959978,985,2023,3.0,True,41.98460691470604,3.0,115,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2227,Barri Vell,"Calle de Cristòfol Grober, 41",2.820458816603729,610,2023,1.0,True,41.983394838033725,1.0,46,3.0,1,3,1,1707903001,17079203001,Centre,108.0,37.07,E
2023-2228,Barri Vell,"Calle de les Ballesteries, 59",2.8247852844726404,1050,2023,1.0,False,41.98660671806236,1.0,46,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2229,Eixample,"Plaza Poeta Marquina, 8",2.818248743041873,1540,2023,3.0,True,41.9809118637159,5.0,111,2.0,2,2,2,1707902002,17079202002,Eixample,45.0,39.37,E
2023-2230,,"Eixample, 54",2.818410543079943,1255,2023,3.0,True,41.98037068211714,1.0,113,2.0,2,2,2,1707902002,17079202002,Eixample,45.0,39.37,E
2023-2231,Barri Vell,"Calle Auriga, 33",2.825053772315487,1275,2023,2.0,True,41.9822143219296,1.0,107,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2232,,"Eixample, 61",2.8182266693561795,1400,2023,2.0,True,41.98002490112728,2.0,62,2.0,2,2,2,1707902002,17079202002,Eixample,45.0,39.37,E
2023-2235,,"Barri Vell, 5",2.825240317301015,810,2023,3.0,True,41.98452464075317,2.0,139,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2236,Barri Vell,"Calle Auriga, 50",2.825069476120892,1945,2023,3.0,True,41.98258245466695,1.0,100,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2237,,"Eixample, 20",2.8176621831068696,2050,2023,3.0,True,41.979869896244686,1.0,115,2.0,2,2,2,1707902002,17079202002,Eixample,45.0,39.37,E
2023-2238,Talaia - Germans Sabat,"Calle Andalusia, 33",2.8087194686848744,1440,2023,1.0,True,41.99351259144586,1.0,47,6.0,4,6,4,1707906004,17079206004,Oest,66.0,38.31,E
2023-2239,Migdia Casernes,"Calle de Sant Agustí, 58",2.8204230323215405,1025,2023,3.0,True,41.97050713391232,5.0,85,2.0,10,2,10,1707902010,17079202010,Eixample,53.0,54.79,E
2023-2240,Talaia - Germans Sabat,"Calle Andalusia, 12",2.8082507775513283,1445,2023,2.0,False,41.9941023628508,1.0,58,6.0,2,6,2,1707906002,17079206002,Oest,95.0,57.84,G
2023-2242,Sant Narcís,"Plaza d'Europa, 61",2.8149013141439903,1710,2023,5.0,True,41.97621153897966,4.0,132,3.0,20,3,20,1707903020,17079203020,Eixample,104.0,30.62,E
2023-2243,,"Barri Vell, 66",2.8246404986756777,1890,2023,3.0,True,41.98414702524229,1.0,93,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2244,,"Barri Vell, 17",2.8250199952600514,1145,2023,4.0,True,41.98496490977315,5.0,84,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2245,,"Barri Vell, 77",2.8250077711943846,1580,2023,1.0,True,41.98409194436727,4.0,51,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2246,Eixample,"Calle Bisbe Lorenzana, 15",2.8205233072608,1775,2023,1.0,True,41.97886087487699,2.0,70,2.0,3,2,3,1707902003,17079202003,Eixample,111.0,62.99,F
2023-2247,Barri Vell,"Calle dels Calderers, 18",2.824499447681707,1165,2023,2.0,False,41.9870941304528,0.0,96,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2248,Devesa,"Calle Bonastruc de Porta, 78",2.8191042465065816,1555,2023,3.0,False,41.98487451193982,1.0,106,3.0,3,3,3,1707903003,17079203003,Eixample,51.0,30.54,E
2023-2250,Barri Vell,"Abeuradors, 69",2.82425413709924,780,2023,2.0,True,41.9835685506014,2.0,48,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2251,Barri Vell,"Plaza del Vi, 35",2.824653778305449,1645,2023,2.0,False,41.983445440175856,4.0,114,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2252,,"Carme-Vistalegre, 49",2.8248198107379023,1035,2023,3.0,False,41.97518312252919,3.0,125,1.0,3,1,3,1707901003,17079201003,Centre,92.0,21.38,D
2023-2253,Barri Vell,"Avenida de Sant Francesc, 12",2.821316989881861,1885,2023,2.0,True,41.98225435242846,1.0,87,2.0,1,2,1,1707902001,17079202001,Centre,86.0,31.58,C
2023-2254,Barri Vell,"Calle de Cristòfol Grober, 18",2.821294376679951,540,2023,1.0,True,41.9840124914476,1.0,49,3.0,1,3,1,1707903001,17079203001,Centre,108.0,37.07,E
2023-2255,,"Eixample, 76",2.8189828463234115,1750,2023,3.0,True,41.9798165821453,1.0,126,2.0,3,2,3,1707902003,17079202003,Eixample,111.0,62.99,F
2023-2257,Barri Vell,"Calle Auriga, 17",2.825089184118733,1570,2023,3.0,True,41.98244750039009,1.0,82,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2258,,"Eixample, 45",2.8184459682057943,1650,2023,4.0,True,41.97983063531643,5.0,148,2.0,3,2,3,1707902003,17079202003,Eixample,111.0,62.99,F
2023-2259,Migdia Casernes,"Calle de Sant Agustí, 60",2.82098043395224,1105,2023,2.0,True,41.9705099974812,4.0,71,2.0,10,2,10,1707902010,17079202010,Eixample,53.0,54.79,E
2023-2261,Sant Narcís,"Plaza d'Europa, 70",2.8145710039753133,1520,2023,4.0,True,41.97569067040455,5.0,132,3.0,7,3,7,1707903007,17079203007,Eixample,71.0,54.33,F
2023-2262,Eixample,"Calle Barcelona, 16",2.811941252252225,1485,2023,3.0,True,41.96520964797877,5.0,120,2.0,22,2,22,1707902022,17079202022,Eixample,88.0,36.07,E
2023-2263,Eixample,"Calle de Sant Joan Baptista la Salle, 6",2.820799362889513,1760,2023,2.0,True,41.97723682816074,7.0,101,2.0,13,2,13,1707902013,17079202013,Eixample,81.0,74.68,F
2023-2264,Barri Vell,"Pujada de la Catedral, 65",2.8262311628600933,1165,2023,1.0,True,41.98679778854229,2.0,68,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2265,,"Barri Vell, 55",2.824533550791759,1205,2023,3.0,True,41.98449580942662,5.0,96,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2266,,"Barri Vell, 80",2.825170511421295,1180,2023,3.0,True,41.98376977771576,2.0,92,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2267,,"Barri Vell, 21",2.8252289326768647,1625,2023,2.0,False,41.98426887354607,1.0,75,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2268,,"Montjuïc, 19",2.8314278147517173,1415,2023,4.0,True,41.995034992980834,3.0,133,5.0,1,5,1,1707905001,17079205001,Montjuïc,170.0,12.98,B
2023-2269,Barri Vell,"Calle de les Ballesteries, 26",2.82452121868017,1385,2023,1.0,True,41.98648075336492,1.0,49,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2272,Devesa,"Calle del Riu Güell, 19",2.81336079853398,945,2023,2.0,True,41.98144200588817,2.0,69,3.0,20,3,20,1707903020,17079203020,Eixample,104.0,30.62,E
2023-2273,,"Eixample, 52",2.818348713988952,1955,2023,3.0,True,41.9800116658246,0.0,123,2.0,2,2,2,1707902002,17079202002,Eixample,45.0,39.37,E
2023-2274,Barri Vell,"Calle Auriga, 55",2.825774704055739,1420,2023,3.0,True,41.98217476200568,0.0,83,1.0,1,1,1,1707901001,17079201001,Centre,820.0,76.47,G
2023-2277,Montilivi-Pericot,"Avenida de Lluís Pericot, 31",2.8240001160015167,1190,2023,4.0,True,41.96916748522884,2.0,121,2.0,18,2,18,1707902018,17079202018,Sud,53.0,36.99,F
2023-2278,Migdia Casernes,"Calle de Sant Agustí, 9",2.8209763439816897,895,2023,2.0,True,41.97116031291803,4.0,77,2.0,10,2,10,1707902010,17079202010,Eixample,53.0,54.79,E
2023-2279,Barri Vell,"Calle de la Força, 51",2.8246209467813204,1585,2023,2.0,True,41.985610614280056,3.0,103,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
2023-2280,Eixample,"Calle de Sant Joan Baptista la Salle, 6",2.820611300151597,1785,2023,2.0,True,41.977496249689295,6.0,116,2.0,4,2,4,1707902004,17079202004,Eixample,122.0,39.04,E
2023-2282,,"Carme-Vistalegre, 78",2.825604923621031,1055,2023,3.0,True,41.975462610657566,3.0,133,1.0,4,1,4,1707901004,17079201004,Centre,59.0,50.21,E
2023-2284,,"Barri Vell, 19",2.825442822296645,1515,2023,1.0,True,41.98443050442494,4.0,58,4.0,1,4,1,1707904001,17079204001,Centre,75.0,45.59,F
